m,TagName,
"2016-11-01 00:00:00","ruby","1759"
"2016-11-01 00:00:00","c++","6100"
"2016-11-01 00:00:00","php","11982"
"2016-11-01 00:00:00","r","3564"
"2016-11-01 00:00:00","go","478"
"2016-11-01 00:00:00","perl","376"
"2016-11-01 00:00:00","swift","4366"
"2016-12-01 00:00:00","assembly","314"
"2016-12-01 00:00:00","java","13859"
"2016-12-01 00:00:00","r","3150"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","perl","338"
"2016-12-01 00:00:00","javascript","19823"
"2016-12-01 00:00:00","c","2800"
"2016-12-01 00:00:00","c#","10704"
"2016-12-01 00:00:00","php","11499"
"2016-12-01 00:00:00","go","498"
"2016-12-01 00:00:00","ruby","1629"
"2016-12-01 00:00:00","python","13072"
"2016-12-01 00:00:00","c++","5240"
"2016-12-01 00:00:00","swift","3944"
"2017-01-01 00:00:00","assembly","306"
"2017-01-01 00:00:00","c++","5659"
"2017-01-01 00:00:00","java","14597"
"2017-01-01 00:00:00","c#","11704"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","javascript","21432"
"2017-01-01 00:00:00","c","2765"
"2017-01-01 00:00:00","go","562"
"2017-01-01 00:00:00","php","12652"
"2017-01-01 00:00:00","ruby","1824"
"2017-01-01 00:00:00","perl","326"
"2017-01-01 00:00:00","swift","4344"
"2017-01-01 00:00:00","python","14306"
"2017-01-01 00:00:00","r","3495"
"2017-02-01 00:00:00","python","14799"
"2017-02-01 00:00:00","java","14596"
"2017-02-01 00:00:00","assembly","301"
"2017-02-01 00:00:00","javascript","21204"
"2017-02-01 00:00:00","c","2730"
"2017-02-01 00:00:00","c#","11503"
"2017-02-01 00:00:00","perl","410"
"2017-02-01 00:00:00","ruby","1630"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","c++","5176"
"2017-02-01 00:00:00","php","12533"
"2017-02-01 00:00:00","swift","4070"
"2017-02-01 00:00:00","go","554"
"2017-02-01 00:00:00","r","3681"
"2017-03-01 00:00:00","delphi","304"
"2017-03-01 00:00:00","assembly","373"
"2017-03-01 00:00:00","c++","6233"
"2017-03-01 00:00:00","c","2973"
"2017-03-01 00:00:00","c#","12997"
"2017-03-01 00:00:00","java","17338"
"2017-03-01 00:00:00","python","17149"
"2017-03-01 00:00:00","perl","416"
"2017-03-01 00:00:00","javascript","23730"
"2017-03-01 00:00:00","r","4604"
"2017-03-01 00:00:00","ruby","1792"
"2017-03-01 00:00:00","go","654"
"2017-03-01 00:00:00","swift","4622"
"2017-03-01 00:00:00","php","14100"
"2017-04-01 00:00:00","c#","11102"
"2017-04-01 00:00:00","c","2862"
"2017-04-01 00:00:00","c++","5890"
"2017-04-01 00:00:00","python","15660"
"2017-04-01 00:00:00","javascript","21265"
"2017-04-01 00:00:00","go","507"
"2017-04-01 00:00:00","php","12459"
"2017-04-01 00:00:00","assembly","317"
"2017-04-01 00:00:00","ruby","1490"
"2017-04-01 00:00:00","java","15955"
"2017-04-01 00:00:00","swift","3925"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","r","4263"
"2017-04-01 00:00:00","perl","371"
"2017-05-01 00:00:00","delphi","319"
"2017-05-01 00:00:00","java","16362"
"2017-05-01 00:00:00","r","4323"
"2017-05-01 00:00:00","php","13063"
"2017-05-01 00:00:00","assembly","349"
"2017-05-01 00:00:00","c","2746"
"2017-05-01 00:00:00","perl","357"
"2017-05-01 00:00:00","c#","12003"
"2017-05-01 00:00:00","python","16207"
"2017-05-01 00:00:00","javascript","22413"
"2017-05-01 00:00:00","c++","5312"
"2017-05-01 00:00:00","go","587"
"2017-05-01 00:00:00","ruby","1520"
"2017-05-01 00:00:00","swift","4104"
"2017-06-01 00:00:00","javascript","21610"
"2017-06-01 00:00:00","perl","319"
"2017-06-01 00:00:00","c","2357"
"2017-06-01 00:00:00","go","576"
"2017-06-01 00:00:00","c#","11317"
"2017-06-01 00:00:00","assembly","240"
"2017-06-01 00:00:00","c++","4699"
"2017-06-01 00:00:00","python","16047"
"2017-06-01 00:00:00","java","14635"
"2017-06-01 00:00:00","r","4454"
"2017-06-01 00:00:00","ruby","1417"
"2017-06-01 00:00:00","delphi","246"
"2017-06-01 00:00:00","swift","4207"
"2017-06-01 00:00:00","php","11792"
"2017-07-01 00:00:00","c#","11213"
"2017-07-01 00:00:00","javascript","21636"
"2017-07-01 00:00:00","python","16943"
"2017-07-01 00:00:00","c","2055"
"2017-07-01 00:00:00","java","14165"
"2017-07-01 00:00:00","php","11808"
"2017-07-01 00:00:00","c++","5028"
"2017-07-01 00:00:00","assembly","222"
"2017-07-01 00:00:00","swift","4355"
"2017-07-01 00:00:00","ruby","1522"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","perl","333"
"2017-07-01 00:00:00","go","657"
"2017-07-01 00:00:00","r","4587"
"2017-08-01 00:00:00","java","13774"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c#","10958"
"2017-08-01 00:00:00","c","2051"
"2017-08-01 00:00:00","python","16484"
"2017-08-01 00:00:00","go","612"
"2017-08-01 00:00:00","c++","4802"
"2017-08-01 00:00:00","javascript","21377"
"2017-08-01 00:00:00","ruby","1394"
"2017-08-01 00:00:00","perl","356"
"2017-08-01 00:00:00","swift","4192"
"2017-08-01 00:00:00","r","4576"
"2017-08-01 00:00:00","php","11681"
"2017-09-01 00:00:00","assembly","229"
"2017-09-01 00:00:00","c#","9886"
"2017-09-01 00:00:00","c","2105"
"2017-09-01 00:00:00","python","15470"
"2017-09-01 00:00:00","java","12774"
"2017-09-01 00:00:00","delphi","262"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","c++","4480"
"2017-09-01 00:00:00","perl","298"
"2017-09-01 00:00:00","javascript","19010"
"2017-09-01 00:00:00","r","4224"
"2017-09-01 00:00:00","ruby","1223"
"2017-09-01 00:00:00","php","10721"
"2017-09-01 00:00:00","swift","3782"
"2017-10-01 00:00:00","javascript","19898"
"2017-10-01 00:00:00","c","2789"
"2017-10-01 00:00:00","c#","10240"
"2017-10-01 00:00:00","php","10860"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","assembly","334"
"2017-10-01 00:00:00","go","618"
"2017-10-01 00:00:00","python","16976"
"2017-10-01 00:00:00","java","14030"
"2017-10-01 00:00:00","ruby","1299"
"2017-10-01 00:00:00","c++","5228"
"2017-10-01 00:00:00","r","4546"
"2017-10-01 00:00:00","perl","333"
"2017-10-01 00:00:00","swift","3906"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","java","14203"
"2017-11-01 00:00:00","r","4514"
"2017-11-01 00:00:00","php","10629"
"2017-11-01 00:00:00","assembly","385"
"2017-11-01 00:00:00","c","2962"
"2017-11-01 00:00:00","perl","265"
"2017-11-01 00:00:00","c#","9815"
"2017-11-01 00:00:00","python","17012"
"2017-11-01 00:00:00","javascript","19432"
"2017-11-01 00:00:00","c++","5044"
"2017-11-01 00:00:00","go","655"
"2017-11-01 00:00:00","ruby","1176"
"2017-11-01 00:00:00","swift","3678"
"2017-12-01 00:00:00","assembly","248"
"2017-12-01 00:00:00","c++","4465"
"2017-12-01 00:00:00","c#","8623"
"2017-12-01 00:00:00","java","12001"
"2017-12-01 00:00:00","delphi","187"
"2017-12-01 00:00:00","javascript","17007"
"2017-12-01 00:00:00","go","529"
"2017-12-01 00:00:00","c","2200"
"2017-12-01 00:00:00","php","9168"
"2017-12-01 00:00:00","ruby","1022"
"2017-12-01 00:00:00","perl","237"
"2017-12-01 00:00:00","swift","3212"
"2017-12-01 00:00:00","python","14965"
"2017-12-01 00:00:00","r","3717"
"2018-01-01 00:00:00","python","16259"
"2018-01-01 00:00:00","assembly","254"
"2018-01-01 00:00:00","java","12363"
"2018-01-01 00:00:00","javascript","18947"
"2018-01-01 00:00:00","c#","9401"
"2018-01-01 00:00:00","c","2222"
"2018-01-01 00:00:00","c++","4764"
"2018-01-01 00:00:00","ruby","1164"
"2018-01-01 00:00:00","swift","3759"
"2018-01-01 00:00:00","perl","245"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","php","10152"
"2018-01-01 00:00:00","go","546"
"2018-01-01 00:00:00","r","4203"
"2018-02-01 00:00:00","java","12059"
"2018-02-01 00:00:00","delphi","214"
"2018-02-01 00:00:00","assembly","283"
"2018-02-01 00:00:00","c#","8596"
"2018-02-01 00:00:00","c","2152"
"2018-02-01 00:00:00","python","16352"
"2018-02-01 00:00:00","go","583"
"2018-02-01 00:00:00","c++","4578"
"2018-02-01 00:00:00","javascript","17243"
"2018-02-01 00:00:00","ruby","1032"
"2018-02-01 00:00:00","perl","231"
"2018-02-01 00:00:00","swift","3417"
"2018-02-01 00:00:00","r","4509"
"2018-02-01 00:00:00","php","9167"
"2018-03-01 00:00:00","assembly","318"
"2018-03-01 00:00:00","javascript","19182"
"2018-03-01 00:00:00","c#","9812"
"2018-03-01 00:00:00","c","2479"
"2018-03-01 00:00:00","python","17929"
"2018-03-01 00:00:00","c++","5197"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","612"
"2018-03-01 00:00:00","perl","289"
"2018-03-01 00:00:00","ruby","1063"
"2018-03-01 00:00:00","java","13594"
"2018-03-01 00:00:00","php","9876"
"2018-03-01 00:00:00","r","5107"
"2018-03-01 00:00:00","swift","4068"
"2018-04-01 00:00:00","java","13522"
"2018-04-01 00:00:00","assembly","320"
"2018-04-01 00:00:00","c","2200"
"2018-04-01 00:00:00","c#","9260"
"2018-04-01 00:00:00","javascript","17980"
"2018-04-01 00:00:00","php","8958"
"2018-04-01 00:00:00","c++","4675"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","perl","254"
"2018-04-01 00:00:00","python","17001"
"2018-04-01 00:00:00","r","4738"
"2018-04-01 00:00:00","go","622"
"2018-04-01 00:00:00","ruby","989"
"2018-04-01 00:00:00","swift","3580"
"2018-05-01 00:00:00","assembly","297"
"2018-05-01 00:00:00","c#","9946"
"2018-05-01 00:00:00","c++","4701"
"2018-05-01 00:00:00","python","17595"
"2018-05-01 00:00:00","go","635"
"2018-05-01 00:00:00","javascript","18094"
"2018-05-01 00:00:00","c","2378"
"2018-05-01 00:00:00","java","13497"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","ruby","1036"
"2018-05-01 00:00:00","perl","242"
"2018-05-01 00:00:00","swift","3629"
"2018-05-01 00:00:00","php","9495"
"2018-05-01 00:00:00","r","4731"
"2018-06-01 00:00:00","c","1841"
"2018-06-01 00:00:00","c#","8805"
"2018-06-01 00:00:00","assembly","208"
"2018-06-01 00:00:00","c++","4110"
"2018-06-01 00:00:00","java","11821"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","perl","239"
"2018-06-01 00:00:00","javascript","17203"
"2018-06-01 00:00:00","r","4496"
"2018-06-01 00:00:00","go","677"
"2018-06-01 00:00:00","php","8465"
"2018-06-01 00:00:00","python","16841"
"2018-06-01 00:00:00","ruby","993"
"2018-06-01 00:00:00","swift","3157"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","java","11781"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c#","9425"
"2018-07-01 00:00:00","go","696"
"2018-07-01 00:00:00","c","1607"
"2018-07-01 00:00:00","perl","245"
"2018-07-01 00:00:00","python","17959"
"2018-07-01 00:00:00","r","4407"
"2018-07-01 00:00:00","javascript","17831"
"2018-07-01 00:00:00","php","8584"
"2018-07-01 00:00:00","c++","3920"
"2018-07-01 00:00:00","ruby","942"
"2018-07-01 00:00:00","swift","3679"
"2018-08-01 00:00:00","assembly","181"
"2018-08-01 00:00:00","c#","9535"
"2018-08-01 00:00:00","python","17836"
"2018-08-01 00:00:00","c","1697"
"2018-08-01 00:00:00","java","11385"
"2018-08-01 00:00:00","delphi","205"
"2018-08-01 00:00:00","c++","3937"
"2018-08-01 00:00:00","go","710"
"2018-08-01 00:00:00","perl","227"
"2018-08-01 00:00:00","javascript","17935"
"2018-08-01 00:00:00","ruby","882"
"2018-08-01 00:00:00","php","8559"
"2018-08-01 00:00:00","r","4132"
"2018-08-01 00:00:00","swift","3596"
"2018-09-01 00:00:00","c#","8422"
"2018-09-01 00:00:00","c++","3777"
"2018-09-01 00:00:00","python","16110"
"2018-09-01 00:00:00","c","1858"
"2018-09-01 00:00:00","assembly","263"
"2018-09-01 00:00:00","javascript","16078"
"2018-09-01 00:00:00","delphi","182"
"2018-09-01 00:00:00","go","678"
"2018-09-01 00:00:00","perl","207"
"2018-09-01 00:00:00","php","7750"
"2018-09-01 00:00:00","java","10838"
"2018-09-01 00:00:00","ruby","782"
"2018-09-01 00:00:00","r","3794"
"2018-09-01 00:00:00","swift","3152"
"2018-10-01 00:00:00","delphi","226"
"2018-10-01 00:00:00","java","12629"
"2018-10-01 00:00:00","php","8285"
"2018-10-01 00:00:00","r","4386"
"2018-10-01 00:00:00","c#","9387"
"2018-10-01 00:00:00","c","2484"
"2018-10-01 00:00:00","c++","4354"
"2018-10-01 00:00:00","assembly","328"
"2018-10-01 00:00:00","go","798"
"2018-10-01 00:00:00","javascript","17535"
"2018-10-01 00:00:00","ruby","905"
"2018-10-01 00:00:00","perl","280"
"2018-10-01 00:00:00","swift","3296"
"2018-10-01 00:00:00","python","18276"
"2018-11-01 00:00:00","javascript","16297"
"2018-11-01 00:00:00","go","721"
"2018-11-01 00:00:00","python","18163"
"2018-11-01 00:00:00","c","2568"
"2018-11-01 00:00:00","c#","8541"
"2018-11-01 00:00:00","assembly","310"
"2018-11-01 00:00:00","java","11858"
"2018-11-01 00:00:00","c++","4404"
"2018-11-01 00:00:00","perl","238"
"2018-11-01 00:00:00","ruby","837"
"2018-11-01 00:00:00","delphi","181"
"2018-11-01 00:00:00","swift","3000"
"2018-11-01 00:00:00","r","4271"
"2018-11-01 00:00:00","php","7207"
"2018-12-01 00:00:00","javascript","14396"
"2018-12-01 00:00:00","java","10587"
"2018-12-01 00:00:00","c#","7617"
"2018-12-01 00:00:00","c","2233"
"2018-12-01 00:00:00","php","6325"
"2018-12-01 00:00:00","python","15883"
"2018-12-01 00:00:00","c++","3612"
"2018-12-01 00:00:00","assembly","235"
"2018-12-01 00:00:00","ruby","811"
"2018-12-01 00:00:00","delphi","176"
"2018-12-01 00:00:00","swift","2799"
"2018-12-01 00:00:00","perl","221"
"2018-12-01 00:00:00","go","660"
"2018-12-01 00:00:00","r","3434"
"2019-01-01 00:00:00","delphi","218"
"2019-01-01 00:00:00","java","11164"
"2019-01-01 00:00:00","assembly","227"
"2019-01-01 00:00:00","c#","8839"
"2019-01-01 00:00:00","go","666"
"2019-01-01 00:00:00","c","2321"
"2019-01-01 00:00:00","perl","266"
"2019-01-01 00:00:00","python","17120"
"2019-01-01 00:00:00","r","3984"
"2019-01-01 00:00:00","javascript","16122"
"2019-01-01 00:00:00","php","7301"
"2019-01-01 00:00:00","c++","3946"
"2019-01-01 00:00:00","ruby","919"
"2019-01-01 00:00:00","swift","2931"
"2019-02-01 00:00:00","assembly","229"
"2019-02-01 00:00:00","c#","8435"
"2019-02-01 00:00:00","python","17690"
"2019-02-01 00:00:00","c","2083"
"2019-02-01 00:00:00","java","11127"
"2019-02-01 00:00:00","delphi","193"
"2019-02-01 00:00:00","c++","3788"
"2019-02-01 00:00:00","go","633"
"2019-02-01 00:00:00","perl","254"
"2019-02-01 00:00:00","javascript","15821"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","php","7424"
"2019-02-01 00:00:00","r","4291"
"2019-02-01 00:00:00","swift","2704"
"2019-03-01 00:00:00","java","12214"
"2019-03-01 00:00:00","c++","4496"
"2019-03-01 00:00:00","delphi","188"
"2019-03-01 00:00:00","assembly","284"
"2019-03-01 00:00:00","javascript","17488"
"2019-03-01 00:00:00","c","2416"
"2019-03-01 00:00:00","c#","9048"
"2019-03-01 00:00:00","php","7912"
"2019-03-01 00:00:00","go","727"
"2019-03-01 00:00:00","perl","234"
"2019-03-01 00:00:00","python","20069"
"2019-03-01 00:00:00","r","4544"
"2019-03-01 00:00:00","ruby","849"
"2019-03-01 00:00:00","swift","2969"
"2019-04-01 00:00:00","delphi","207"
"2019-04-01 00:00:00","javascript","16309"
"2019-04-01 00:00:00","assembly","318"
"2019-04-01 00:00:00","c#","9200"
"2019-04-01 00:00:00","php","7348"
"2019-04-01 00:00:00","c++","4444"
"2019-04-01 00:00:00","c","2465"
"2019-04-01 00:00:00","go","655"
"2019-04-01 00:00:00","java","11301"
"2019-04-01 00:00:00","swift","3112"
"2019-04-01 00:00:00","python","19970"
"2019-04-01 00:00:00","ruby","767"
"2019-04-01 00:00:00","perl","207"
"2019-04-01 00:00:00","r","4642"
"2019-05-01 00:00:00","c#","9114"
"2019-05-01 00:00:00","assembly","247"
"2019-05-01 00:00:00","c","2140"
"2019-05-01 00:00:00","delphi","172"
"2019-05-01 00:00:00","javascript","16265"
"2019-05-01 00:00:00","perl","223"
"2019-05-01 00:00:00","java","11250"
"2019-05-01 00:00:00","go","679"
"2019-05-01 00:00:00","c++","4183"
"2019-05-01 00:00:00","php","7109"
"2019-05-01 00:00:00","r","4346"
"2019-05-01 00:00:00","python","19055"
"2019-05-01 00:00:00","swift","3135"
"2019-05-01 00:00:00","ruby","760"
"2019-06-01 00:00:00","java","9755"
"2019-06-01 00:00:00","javascript","14952"
"2019-06-01 00:00:00","c#","7696"
"2019-06-01 00:00:00","go","535"
"2019-06-01 00:00:00","assembly","204"
"2019-06-01 00:00:00","php","6130"
"2019-06-01 00:00:00","c++","3708"
"2019-06-01 00:00:00","c","1763"
"2019-06-01 00:00:00","python","17420"
"2019-06-01 00:00:00","perl","236"
"2019-06-01 00:00:00","ruby","704"
"2019-06-01 00:00:00","delphi","135"
"2019-06-01 00:00:00","swift","3115"
"2019-06-01 00:00:00","r","3993"
"2019-07-01 00:00:00","delphi","166"
"2019-07-01 00:00:00","assembly","193"
"2019-07-01 00:00:00","c++","4315"
"2019-07-01 00:00:00","c","1779"
"2019-07-01 00:00:00","c#","8530"
"2019-07-01 00:00:00","java","10964"
"2019-07-01 00:00:00","python","19941"
"2019-07-01 00:00:00","perl","237"
"2019-07-01 00:00:00","javascript","16335"
"2019-07-01 00:00:00","r","4257"
"2019-07-01 00:00:00","ruby","761"
"2019-07-01 00:00:00","go","639"
"2019-07-01 00:00:00","swift","3070"
"2019-07-01 00:00:00","php","6776"
"2019-08-01 00:00:00","c#","7730"
"2019-08-01 00:00:00","c","1558"
"2019-08-01 00:00:00","c++","3301"
"2019-08-01 00:00:00","python","18103"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","637"
"2019-08-01 00:00:00","javascript","15263"
"2019-08-01 00:00:00","assembly","168"
"2019-08-01 00:00:00","php","5836"
"2019-08-01 00:00:00","java","9121"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","perl","196"
"2019-08-01 00:00:00","swift","2559"
"2019-08-01 00:00:00","r","3951"
"2019-09-01 00:00:00","java","9705"
"2019-09-01 00:00:00","c","2013"
"2019-09-01 00:00:00","c#","7862"
"2019-09-01 00:00:00","assembly","221"
"2019-09-01 00:00:00","javascript","14904"
"2019-09-01 00:00:00","c++","3788"
"2019-09-01 00:00:00","delphi","145"
"2019-09-01 00:00:00","php","5597"
"2019-09-01 00:00:00","go","624"
"2019-09-01 00:00:00","perl","199"
"2019-09-01 00:00:00","python","16933"
"2019-09-01 00:00:00","r","3945"
"2019-09-01 00:00:00","ruby","721"
"2019-09-01 00:00:00","swift","2564"
"2019-10-01 00:00:00","c#","8428"
"2019-10-01 00:00:00","assembly","316"
"2019-10-01 00:00:00","c++","4848"
"2019-10-01 00:00:00","python","20508"
"2019-10-01 00:00:00","javascript","16019"
"2019-10-01 00:00:00","go","642"
"2019-10-01 00:00:00","c","2490"
"2019-10-01 00:00:00","delphi","153"
"2019-10-01 00:00:00","java","11259"
"2019-10-01 00:00:00","perl","209"
"2019-10-01 00:00:00","ruby","851"
"2019-10-01 00:00:00","php","6116"
"2019-10-01 00:00:00","swift","3120"
"2019-10-01 00:00:00","r","4387"
"2019-11-01 00:00:00","assembly","283"
"2019-11-01 00:00:00","c","2521"
"2019-11-01 00:00:00","c#","8045"
"2019-11-01 00:00:00","c++","4747"
"2019-11-01 00:00:00","perl","223"
"2019-11-01 00:00:00","java","10356"
"2019-11-01 00:00:00","delphi","172"
"2019-11-01 00:00:00","javascript","15783"
"2019-11-01 00:00:00","php","6129"
"2019-11-01 00:00:00","r","4285"
"2019-11-01 00:00:00","go","612"
"2019-11-01 00:00:00","python","20675"
"2019-11-01 00:00:00","ruby","684"
"2019-11-01 00:00:00","swift","2897"
"2019-12-01 00:00:00","assembly","245"
"2019-12-01 00:00:00","delphi","128"
"2019-12-01 00:00:00","java","9078"
"2019-12-01 00:00:00","c#","7235"
"2019-12-01 00:00:00","go","620"
"2019-12-01 00:00:00","python","18194"
"2019-12-01 00:00:00","c","2164"
"2019-12-01 00:00:00","c++","4223"
"2019-12-01 00:00:00","perl","158"
"2019-12-01 00:00:00","ruby","670"
"2019-12-01 00:00:00","javascript","14344"
"2019-12-01 00:00:00","swift","2679"
"2019-12-01 00:00:00","r","3746"
"2019-12-01 00:00:00","php","5264"
"2020-01-01 00:00:00","assembly","231"
"2020-01-01 00:00:00","c#","7842"
"2020-01-01 00:00:00","c","2059"
"2020-01-01 00:00:00","python","20089"
"2020-01-01 00:00:00","java","10026"
"2020-01-01 00:00:00","delphi","166"
"2020-01-01 00:00:00","perl","165"
"2020-01-01 00:00:00","c++","4256"
"2020-01-01 00:00:00","r","4139"
"2020-01-01 00:00:00","go","654"
"2020-01-01 00:00:00","ruby","767"
"2020-01-01 00:00:00","javascript","16076"
"2020-01-01 00:00:00","swift","2913"
"2020-01-01 00:00:00","php","5928"
"2020-02-01 00:00:00","c#","7746"
"2020-02-01 00:00:00","c","1998"
"2020-02-01 00:00:00","c++","4118"
"2020-02-01 00:00:00","python","20152"
"2020-02-01 00:00:00","delphi","156"
"2020-02-01 00:00:00","go","668"
"2020-02-01 00:00:00","javascript","15814"
"2020-02-01 00:00:00","assembly","271"
"2020-02-01 00:00:00","php","5724"
"2020-02-01 00:00:00","java","10117"
"2020-02-01 00:00:00","ruby","654"
"2020-02-01 00:00:00","perl","180"
"2020-02-01 00:00:00","swift","2771"
"2020-02-01 00:00:00","r","4687"
"2020-03-01 00:00:00","java","11173"
"2020-03-01 00:00:00","go","659"
"2020-03-01 00:00:00","c","2502"
"2020-03-01 00:00:00","delphi","169"
"2020-03-01 00:00:00","c#","7831"
"2020-03-01 00:00:00","python","22846"
"2020-03-01 00:00:00","c++","4680"
"2020-03-01 00:00:00","assembly","299"
"2020-03-01 00:00:00","javascript","17640"
"2020-03-01 00:00:00","perl","201"
"2020-03-01 00:00:00","r","5109"
"2020-03-01 00:00:00","php","5731"
"2020-03-01 00:00:00","swift","2932"
"2020-03-01 00:00:00","ruby","712"
"2020-04-01 00:00:00","java","12773"
"2020-04-01 00:00:00","assembly","381"
"2020-04-01 00:00:00","c++","6254"
"2020-04-01 00:00:00","c#","8647"
"2020-04-01 00:00:00","c","3267"
"2020-04-01 00:00:00","delphi","232"
"2020-04-01 00:00:00","javascript","21008"
"2020-04-01 00:00:00","go","805"
"2020-04-01 00:00:00","perl","220"
"2020-04-01 00:00:00","php","6720"
"2020-04-01 00:00:00","ruby","771"
"2020-04-01 00:00:00","python","27803"
"2020-04-01 00:00:00","swift","3468"
"2020-04-01 00:00:00","r","6163"
"2020-05-01 00:00:00","java","13369"
"2020-05-01 00:00:00","c#","9242"
"2020-05-01 00:00:00","assembly","369"
"2020-05-01 00:00:00","delphi","209"
"2020-05-01 00:00:00","c","3483"
"2020-05-01 00:00:00","javascript","23344"
"2020-05-01 00:00:00","go","797"
"2020-05-01 00:00:00","c++","6748"
"2020-05-01 00:00:00","php","7214"
"2020-05-01 00:00:00","python","31958"
"2020-05-01 00:00:00","perl","215"
"2020-05-01 00:00:00","ruby","731"
"2020-05-01 00:00:00","r","6410"
"2020-05-01 00:00:00","swift","3765"
"2020-06-01 00:00:00","delphi","215"
"2020-06-01 00:00:00","java","12822"
"2020-06-01 00:00:00","c++","6091"
"2020-06-01 00:00:00","c","2727"
"2020-06-01 00:00:00","php","7044"
"2020-06-01 00:00:00","assembly","350"
"2020-06-01 00:00:00","c#","8923"
"2020-06-01 00:00:00","go","755"
"2020-06-01 00:00:00","javascript","23063"
"2020-06-01 00:00:00","perl","201"
"2020-06-01 00:00:00","python","31365"
"2020-06-01 00:00:00","r","6196"
"2020-06-01 00:00:00","ruby","665"
"2020-06-01 00:00:00","swift","3681"
"2020-07-01 00:00:00","delphi","209"
"2020-07-01 00:00:00","java","12292"
"2020-07-01 00:00:00","javascript","23081"
"2020-07-01 00:00:00","c++","5565"
"2020-07-01 00:00:00","c#","8790"
"2020-07-01 00:00:00","assembly","284"
"2020-07-01 00:00:00","c","2225"
"2020-07-01 00:00:00","python","30291"
"2020-07-01 00:00:00","php","6862"
"2020-07-01 00:00:00","r","5583"
"2020-07-01 00:00:00","go","699"
"2020-07-01 00:00:00","ruby","756"
"2020-07-01 00:00:00","perl","177"
"2020-07-01 00:00:00","swift","3446"
"2020-08-01 00:00:00","delphi","188"
"2020-08-01 00:00:00","javascript","20653"
"2020-08-01 00:00:00","perl","193"
"2020-08-01 00:00:00","java","10976"
"2020-08-01 00:00:00","assembly","273"
"2020-08-01 00:00:00","c#","7980"
"2020-08-01 00:00:00","r","5062"
"2020-08-01 00:00:00","c","2015"
"2020-08-01 00:00:00","python","26325"
"2020-08-01 00:00:00","php","5796"
"2020-08-01 00:00:00","c++","5094"
"2020-08-01 00:00:00","go","763"
"2020-08-01 00:00:00","ruby","604"
"2020-08-01 00:00:00","swift","3122"
"2020-09-01 00:00:00","java","10747"
"2020-09-01 00:00:00","delphi","182"
"2020-09-01 00:00:00","c","2285"
"2020-09-01 00:00:00","c#","7271"
"2020-09-01 00:00:00","javascript","19508"
"2020-09-01 00:00:00","assembly","306"
"2020-09-01 00:00:00","c++","4235"
"2020-09-01 00:00:00","go","812"
"2020-09-01 00:00:00","r","5369"
"2020-09-01 00:00:00","perl","167"
"2020-09-01 00:00:00","ruby","572"
"2020-09-01 00:00:00","python","25076"
"2020-09-01 00:00:00","swift","3015"
"2020-09-01 00:00:00","php","5643"
"2020-10-01 00:00:00","c#","7011"
"2020-10-01 00:00:00","c++","4724"
"2020-10-01 00:00:00","python","26477"
"2020-10-01 00:00:00","assembly","381"
"2020-10-01 00:00:00","java","10784"
"2020-10-01 00:00:00","c","2522"
"2020-10-01 00:00:00","go","649"
"2020-10-01 00:00:00","javascript","19168"
"2020-10-01 00:00:00","delphi","194"
"2020-10-01 00:00:00","ruby","551"
"2020-10-01 00:00:00","r","5779"
"2020-10-01 00:00:00","swift","2755"
"2020-10-01 00:00:00","perl","175"
"2020-10-01 00:00:00","php","5463"
"2020-11-01 00:00:00","c","2901"
"2020-11-01 00:00:00","delphi","210"
"2020-11-01 00:00:00","go","601"
"2020-11-01 00:00:00","javascript","18191"
"2020-11-01 00:00:00","java","10307"
"2020-11-01 00:00:00","c#","6805"
"2020-11-01 00:00:00","assembly","412"
"2020-11-01 00:00:00","python","26023"
"2020-11-01 00:00:00","perl","153"
"2020-11-01 00:00:00","c++","4746"
"2020-11-01 00:00:00","php","5556"
"2020-11-01 00:00:00","ruby","587"
"2020-11-01 00:00:00","r","5604"
"2020-11-01 00:00:00","swift","2629"
"2020-12-01 00:00:00","delphi","213"
"2020-12-01 00:00:00","javascript","18605"
